"","klasifikasi","score","text"
"666","Positif",4,"worth it tiket harga ribu dewasa  lingkungan bangunan bersejarah hindu  indah banget  belajar  sejarah hindu  indonesiaharus visit candi prambanan   museum gratis masuk candi megah maukecil nan "
"667","Netral",0,"wisata sejarah dak   kota jogja"
"668","Positif",2,"seneng banget  kesini menyaksikan langsung keindahan candi banan  "
"669","Positif",1,"penitibarang gratis sayangnya dilarang membawa makanan   lokasi"
"670","Positif",2,"bagus wisata sejarahnya jogja istimewa"
"671","Negatif",-1,"pengalaman  mengajak anak  candi  bbrhun   borobudur  tau klo   ga  masuk   candinya   decandinya  "
"672","Positif",1,"pemandangan bagus   tourist "
"673","Netral",0,"indah memna t dijaga salah  keajaiban dunia milik bangsa   "
"674","Positif",2,"candi prambanan merun salah  destinasi wisata   sayang    kunjungi  berwisata  klaten maudi jogjakarta candi prambanan  terawat   bersih  nyaman   dikunjungi "
"675","Positif",5,"tiket masuk rb dimasa emi covid  dilarang masuk  candi  harga tiket  turunkan    masuk  objek jd sayang sfoto  dabanyak  okol kesehatan  cukusi   ng    hand sanitizer  suen vitamin"
"676","Positif",1,"lokasi mudah  jangkau ir luas"
"677","Positif",1,"cantikberhub hujan  sdh sore tetentik"
"678","Positif",3,"temya  indah sayanya tdk  masuk  candinya"
"679","Positif",1,"candi prambananataucandi roro jonggranghanacarakaꦕꦤꦝꦥꦩꦧꦤꦤcandhi prambanan  komscandihinduterbesar diindonesiayang dibangun  abad  masehi candi  diembahkan untuktrimurti  dewa utama hindu "
"680","Positif",2,"emeizing temsejarah indonesia tiket masuk dewasa rb anak rb kalo ga salah parkiran luas bawa ng aja ta yg suka sewain ng rb an juara candinya suka dii acara live music  tetaotokol kesehatan  temcuci tgn  dmn  wajib i masker"
"681","Netral",0,"tanggal  desember  harga tiket r orang nya   beberarea candian  kawasan   luas"
"682","Positif",2,"prambanan  luas banget ya tiket msuknya   ir  tat msuk  wahh keren bgt   takjubb  s"
"683","Positif",1,"bersih salah  candi terbesar  indonesia"
"684","Netral",0,"hallo butuh temstay  staycation  butuh temstay tugas  yuk reservasi  redseller resmi reddoorz reservasi  redseller  daharga   murah  aasi     langsung chat admin aja "
"685","Negatif",-3,"candi prambanan merun salah  situs bersejarah nggalan agama hindu lokasi candi  mudah diakses  kendaraan roda emdam terletak  jalan raya perbatasan jalan jogjakarta  klaten temini   jadikan "
"686","Positif",2," kesini   oktober   buka  jam         jam      jam       jam  menikmati tembersejarah  kota yogyakarta damai "
"687","Netral",0," mewah  jamannya terhaleran  arsitektur    cerita  dalamnya beberaagian msh  aikan cuaca s siawa ng  berteduh  tdk takut hitam beberaali angin menyaebu"
"688","Positif",2," direkomendasikan menemukan candi hindu  jawa"
"689","Negatif",-1,"temyang wajib didatangi ala  yogykarta    belajar sejarah    damenikmati atraksi wisata  salah satunya jemngan  seni memanah tradisional    terdabeberaebun "
"690","Positif",1,"menyenangkan  takjub  mata  imajinasi  adi sungguh  biasanamun sayangnya    masuk    "
"691","Positif",1,"asri banget disinii suasana  ttema  ama kali kesana alhmdllah kmren    enakknya disni  an murahh dibanding tmlain"
"692","Netral",0," smenarik  berfoto  salah  temwajib   dikunjungi    jogja  tdk membawa ng    sewa ng  de tiketmasuk  dewasa  rb  anak anaksamdengam    rb"
"693","Netral",0," menikmati  liburan mencari jejak jejak  leluhur  beruandi candi kerajaan warisan nenek moyang jaman   t  telusuri situs   candi"
"694","Netral",0,"   jg  s   bawa totau ng "
"695","Negatif",-1,"menyenangkan  disayangkan   ditaran aja"
"696","Negatif",-2,"berbeda  candi borobudur candi  cuacanya  s  souvenir fotonya  murah  idr  bulenya   diajak foto   senang    cinta turis   bertemu  orang "
"697","Positif",2,"temyang  indah  kemegahan candi"
"698","Negatif",-1,"salah  tembersejarah  jogja kesana    jasa guide  damemjari makna  terkandung   relief    relief memiliki cerita  damenjadi jaran  tiket "
"699","Netral",0,"transasi  candi prambanan  mudah  jogjakarta  kesini x   ah bosan  belaja sejarah hunting fotofoto cantik  kuliner "
"700","Netral",0,"peninggalan sejarah bangsa  menakjubkan"
"701","Positif",2,"mantab pemandangannya indah  htm rborg  kreta odongnya  keliling   candi"
"702","Netral",0,"emang ng asik  wisata sejarah  nggalan budaya     sore     s "
"703","Positif",1,"tembersejarah      orang tau  tiket masuk   kesini   domestik k  weekend  cukumai agi kalo udah masuk jam siang "
"704","Positif",3,"candi prambanan merun temwisata sejarah    yogyakarta  jawa    koms candi  faslitas  lengkalai  toilet  bersih ir luas tembelanja foodcourt kebun binatang "
"705","Negatif",-1,"temya   tertata     obyek wisata kelas dunia   fasilitasnya    harga tiketnya masuknya     berkelas  tiket domestik nya harganya  h ribu "
"706","Positif",2,"salah  lokasi sejarah  wajib  kunjungi penataan wisatawan nya  lumayan  fasilitas nya   pemberdayaan golf cart seinya u ditingkatkan   dibawah x  sehari   cart yg  naiki "
"707","Netral",0,"triambanan dadakan  letak  "
"708","Positif",2,"sfoto beragam    fasilitas bermain  luas    terawat inya  nilai   tiada duanya  candi   objek utama beberaembermain   fasilitas  "
"709","Negatif",-1,"tembersejarah yg eselain candi  tembinatang simulator d  gantung   wahana  bagusnya klo berkunjung    siang klo sore backlight   fotonya"
"710","Positif",2,"dibalik cerita sejarah  melegenda candi prambanan menyimkeindahan  kemegahan     kalah      keindahan candi prambanan mamenyedot wisatawan domestik mauwisatawan mancanegara "
"711","Positif",2,"tembersejarah bagus bersih "
"712","Positif",1,"temyang cocok  liburan keluarga  luas fasilitas cukungkailet mushola temistirahat  bermain anak dll letak candi utama    cukuuh   menit jalan kaki tada onaik   "
"713","Negatif",-1,"ga  dianyakan   yaaa  candinya bagus tauuuuuu ga  review  candinya deh  review  belanjakulinernya aja wkwk eh bntar dsni skrg  mini zoo nya gitu lho  kelinci rusa  burung "
"714","Netral",0,"candi banan merun nggalan sejarah   berusia ribuan    letaknya  yogyakarta      betaegahnya candicandi yabg berdiri tegak  "
"715","Netral",0,"salah  wisata wajib  dikunjungi   jogja  candi borobudur malioboro  wisata   info  backer   trans jogja  turun  halte  bentor aja  jalan  masuknya  u masuk asli capek"
"716","Positif",1," memasuki area candi prambanan unjung  membayar tiket  idr  a  tiket   scan  u masuk    siang  temini   s kadi  i    "
"717","Positif",5,"candi banan wisata keluarga  daerah jogja biaya masuk rborang parkiran luas enak kalu bawa mobil  tutu jam  sei temwisata  tersedia  souvenirs khas banan  arah  candi "
"718","Netral",0,"warbiasaa meskisan taeruu"
"719","Netral",0,"temsakral  umat hindu  kearifan lokal  budaya"
"720","Negatif",-1,"siaang  mengenal candi prambanan bangunan bersejarah  terletak  klaten yogyakarta   ramai unjung  lokal mauturis asing temini     sistem elolaannya fasilitas      tetaarak ir motor  u masuk  "
"721","Negatif",-1," berkunjung  candi prambanan   februari   elola candi  mematikan keselamatan  unjungnya   menera okol kesehatan  ketat    emi  unjung "
"722","Netral",0,"what a majestic tem  kesini sih jujur jaman sd taaa inya ga  berubah  menonjol banget bahannya sih inya fasilitas   candi   wahana foto  ala ala instagrammable s tai "
"723","Positif",1,"suak terbayang bagus "
"724","Positif",5,"tiket masuk wisatawan lokal usia  thn    rb usia dibawah  thn  rb tiket terusan  rb disarankan    jam   udara msh segar tdk s tdk bnyk angin hasil foto bagus tdk backlight makanan harga worthed "
"725","Negatif",-1,"salah  warisan budaya  yogyakarta bangunan candi  megahindah  h sejarah htm dewasa r org "
"726","Positif",1,"alami  gede banget area nya"
"727","Netral",0," yg   renovasi taaya suka dr jakarta  yogya"
"728","Positif",1,"peninggalan sejarah yg  terawat  indah utk dinikmati   koms  beberaandi yg  dinikmati  keindahannya candi sewu candi bubrah rekom  wisata  keluarga sahabat ataurekan kerja gk nyesel deh  kesini"
"729","Netral",0,"salah  keajaiban dunia  suindah bangunan yg     sayang  yg rusak  runtuh  gemahsyat mengguncang yogyakarta"
"730","Negatif",-2,"candi banan  situs nggalan kerajaan mataram yg terletak  jogjakarta  kawasan candi   kembangkan  maknet obyek wisata bersejarah kelas dunia  mengenalkan  wisatawan asing ataulokal indonesia "
"731","Positif",2," kesekian kalinya  prambanan tetaa  suka o terusndangannya bikin ng  stotuk ambil o  aja sbaru  ambil objek o yg keren "
"732","Netral",0,"nice eterakhir     temini with sahabat  kuliah  bareng ortu  adik next with husband amin "
"733","Positif",1,"candi banan terletak  jawa  jalan  kesana  mudah  temukan  ma temir  luas  ir motor mobil maubus     memasuki kawasan banan   s  taangan "
"734","Positif",5," masuk  area candi   u  r  langsung u  candi   masuk  area candi  tiket sesuai umur  banyaknya rombongan sayang sekrang candinya dibatasi tdk     candi petugasnya  dimana"
"735","Positif",1,"situs candi  yogyakarta  memiliki sejarah dengam cerita rakyat roro jongrang temya  luas  lahan hijau  ndangan candi  memanjakan mata temini cocok     liburan  ngan   keluarga"
"736","Positif",3,"masyaallah sungguh indah alam disekitar candi banan lokasi  jogja   menit    candi  sungguh ramai banget karna  rombongan tour dann travel   silih "
"737","Positif",2,"candi prambanan bangunan bersejarah  wajib dikunjungi  liburan  jogja  lua  beli   mamke kenes bakery  resto  bakya enak banget recommended oh iya    candi banan "
"738","Positif",2,"candhi prambanan  koms candi hindu terbesar  indonesia  dibangun  abad  masehi candi  diembahkan  trimurti  dewa utama hindu  brahma  dewa iwishnu  dewa lihara  "
"739","Netral",0,"totally awesome tata letaknya so good  tenant food  kebersihannya terjaga  toilet bersih  candi  honan temsamada  manamana   habis makan tolong samya  buang  temya ya "
"740","Netral",0,"one of the ious temive ever go sihh suka bangeett liat banan and not really far from jogja city itself bayar tiket masuk korang  dewasa ya kalo gasalah anak  k taalo  turis  saranin mending "
"741","Negatif",-2,"indonesia  salah  negara ng kaya  seni  budaya  salah  nya candi prambanan  "
"742","Negatif",-1,"candi prambanan terletak  lingkungan taman wisata prambanan    km  arah timur  yogyakarta teya  desa prambanan kecamatan bokoharjo lokasinya    m  jalan raya yogyasolo   sulit "
"743","Positif",2,"candi  cantik  tiket masuk  wisatawan domestik rb  t   candi ratu boko"
"744","Positif",3," bagus  wisata keluarga edukasi studytour dll wisata sejarah   lengkan temhijau  luas  hektar terbuka  tanah sewa acara mauevent wedding outdoor cam konser ran    pelayanan ramah   karyawan paket wisata tersaji beragam"
"745","Positif",2,"salah  destinasi wisata  sekitaran jogja lokasi lumayan luas  bersih    yg dadibeli"
"746","Negatif",-1,"candi meninggalkan alaman cinta       roro jonggrang tauga   suami th   ran  suami  motor  kota   jogja  "
"747","Positif",1,"temir luas  tau sejarah candi banantemelian   "
"748","Positif",2,"keren utk berwisata tyangnya  renovasi jd gak bs masuk candi utk liat ng jelmaan roro jonggrang"
"749","Positif",2,"  musim covid sed enak  fotoan   tandem seru arealnya lg semenikmati udara segar"
"750","Positif",4,"candi banan candi  megah  terdalegenda didalamnya    luas  megah temirnya bagus tertata ramasuk  u masuk bangunanya bagus moderen tiket masuk  orang dewasa    anak "
"751","Positif",2,"berkunjung  emi jd   masuk  candinya    foto diluar r tiket masuk rbtiket mobil tayo rborg"
"752","Negatif",-1," enjoy     candi  candi tersebar   crowded   titik tanah berrnya a sensasi  "
"753","Negatif",-1,"pengalaman buruk gas masuk candi berani bentak unjung  temrekomendasi berkunjung   gas yg sei "
"754","Positif",3,"salah  candi terbesar  terkenal  indonesia  wajib dikunjungi  daerah yogyakarta lokasi  mudah dicadan diakses  luas area   luas "
"755","Positif",1,"pemandangan yg indah dgn  situs candi prambanan menajubkan"
"756","Netral",0,"temwisata bersejarah  wajib dikunjungi  liburan  yogyakarta lokasinya    t kota  daditemdengan  transasi      a transasi adi transjogja "
"757","Positif",2," kali  candi banan berkesan   walauharga tiket masuk   murah  tetatu  sesuai  fasilitas   dadi  lingkungan candi   kebersihan  kereta mobil  "
"758","Negatif",-2," kuat staminanya  jalan kaki  luembawa toerta air mineral botol"
"759","Positif",1,"kemarin  liburan kesini  temen temen ditahun    ama kalinya kesini  jakarta bener ya  orang aura romantis  mistis sih cuman takjub banget  kisah tragisnya nyi roro jongrang bukti  cinta  "
"760","Negatif",-1,"temoke  siang s banget saran  bawa ng  rumah   irit taalau emang a budget   gk  ribet disana  ewaan ng "
"761","Positif",1,"temyang  biasajogja istimewa"
"762","Positif",2,"   kesini   sore    menikmati suasana candi prambanan  snya     tawar         masuk   candi   efek emi  alasan    candi    renovasi"
"763","Negatif",-1,"candi banan siaih  gak  cerita dibalik bedirinya  candi nggalan nenek moyang    "
"764","Negatif",-1,"candi prambanan salah  nggalan sejarah yg  dilestarikan kom  candi sdh  hijauan  sdh tertata reruntuhan candi disekitarnya yg akibat gemlangkah baiknya   diaiki   sunset  lokasi prambanan   indah"
"765","Positif",4,"akses ketemini cukudah  sign systm  memudahkan unjung  mencacandi objek wisata   terawat  bersih salut  gas kebersihan candi prambanan  suntuk bero  k elola  "
"766","Positif",1,"candi  indah meskitidak  borobudur  koms  terdamuseum banan    uatan candi  arca dll  toilet  kotor  flush      audio visual  banan  biaya r rang"
"767","Netral",0,"selasa  seber   candi prambanan "
"768","Positif",2,"candi prambanan  candi roro jonggrang bahasa jawa ꦕꦤꦝꦥꦩꦧꦤꦤ translit candhi prambanan  koms candi hindu terbesar  indonesia  dibangun  abad  masehi candi  diembahkan  trimurti  dewa "
"769","Positif",2,"bayar tiket rb udah   candi borobudur  candi banan saran   beli  mending didaerah  dralioboro harga   murah kalo bawa barang   tenang  tiya gratis harga ir motor k  "
"770","Positif",3,"candi hindu terbesar  indonesia  cocok  liburan  keluarga  menambah wawasan budaya transasi disekitar candi  mudah  t kota jogja   trans jogja "
"771","Positif",2,"  candi banan  sarankan      datemir  nyaman    s  didalam   temuntuk berteduh  kawasan   terdabanyak candi  "
"772","Netral",0,"tembersejarah  bagus     idikan sejarah  anak  dadan tau mengenal  nilai sejarah    bumi nusantara indonesia"
"773","Positif",1,"salah  temwisata sejarah terbaik  jogja  banan  menambah fasilitas  wisatanya   damenikmati candi jaman     damenikmati candi yg    gayung  keliling "
"774","Positif",3,"mantacagar budaya  indonesia tarif masuk  candi banan   ru terbayar  keindahan  luasnya   luas saran  i heels    encoooookkkk   i ng   takut item karna   sudus  candi nya"
"775","Negatif",-1,"pengalaman   mengenal sejarah budaya  taari alanan mengelilingi candi yg ng berkesan   mengikuti latihan memanah     area candi   direkomendasi   wisatawanwisatawati"
"776","Positif",2," membawa ng  cuaca  s banget  hujan deras  keliling   bawa  ewaan ng  seharian  diambil  u  "
"777","Positif",1,"candi prambanan   beraali berkunjung tetangat enak  eksotis  salah  destinasi wisata  jogja   klaten  area ir  luas  terdaarea oleholeh  lengkan murah "
"778","Positif",1,"  prambanan   kali kali   rombongan outing kantor harga tiket masuk r tetada t  candi   h t candi banan  boko r  fasilitas   candi boko disarankan "
"779","Positif",2," indah  bersejarah  terdaarca  dewa  dewi      beberaewan langka   hara  temya  luas tiket masuknya cukuhal  temuntuk membeli  khas banan  kerajinan khas "
"780","Positif",1,"candi prambanan salah  keajaiban kekuatan manusia jaman dahulutemini membawa nostalgia  sejarah  keindahan  nggalan akala "
"781","Netral",0,"sia tenaga  cukutuk  exe   turun candi   arca  dalamnya tiket masuk idr    orang terdamuseum  imn koleksi khusus  memutar film  banan tersedia  ewaan   kereta kelinci  berkeliling koms candi"
"782","Positif",2,"kenaalian   candi banan candi bananini memiliki   keindahan   arsitek bangunannya   megah dilengkaengan  candi utama    halaman "
"783","Negatif",-1,"its to much love  great im hain here walaubanyak bangunan candi yg berserakan   tertata    kisahnya cukunarik  "
"784","Positif",3,"bagus sekalisitus sejarah hindu nusantara  enak   datangnya areanya luas tersedia toilet   jalan   toko suvenir"
"785","Positif",1,"kunjungan  sekian kalinya  kawasan candi prambanan  kali  temini         darma wisata  sma candi  terletak   insi jawa   jogja  terkenal  "
"786","Positif",2,"tembersejarah luas  tertata   temsekitar yabg  dibangun fasilitas   tanerusak estetika asli  bangunan tersedia temibadah  toilet   unjung  taman bermain anakanak    makan rusa kelinci  candi banan   candi  dikom  "
"787","Netral",0," disayangkan  letusan mera disertai gemesar  melanda yogyakarta bangunan disekitar candi utama  runtuh   angunan   miris nya  candi utama    ramungkin  "
"788","Positif",4,"candi prambanan candi roro jongrang    kesini       nuansa  sistem yanan    beberaitik    arui tiket masuk lumayan mahal sekrang  rb akses masuk  mudah  raarkiran yg tertata   bersih "
"789","Netral",0," bawa ng klo siang"
"790","Negatif",-1,"  kali kesini   ah mengecewakan"
"791","Netral",0,"indahhhhh  kekayaan nusantara indonesia best best best"
"792","Positif",2,"candi   biasaaaaa biaya masuk  unjung domestik k jiga  mambawa barang    berat dianjurkan dititi  biaya tigratis    jalan lumayan   tangga dianjurkan "
"793","Positif",2,"wisata wajib  legend    jogjakarta   coba  lengkalau gak a foto  temini  terawat temwisatanya kebersihan nomer   oleholeh   jual    murah harganya pokoknya recom banget dah   jogjakarta"
"794","Netral",0,"siaang  kenal  candi prambanan candi hindu tertua diindonesia  arsitektur bangunan  berbentuk   ram sesuai  arsitektur hindu    candi siwa  candi utamacukurogoh kantong "
"795","Positif",1,"kawasan wisata bersejarah  wajib dikunjungi wisatawan lokal maumancanegara   yogyakarta situs nggalan jaman kerajaan mataram hindu candi prambanan  merun kebanggaan bangsa indonesia kawasan banan   "
"796","Positif",1,"keren banget sih ni candi terledr cerita rakyat  dikenal masyarakat indonesia candi banan   lbh eksotis dr ceritanya destinasinwisata  wajib  atang   jogja  juh  kota temyang terjaga   gak nyesel sih kesini hehhee norak yahh gw  "
"797","Negatif",-1,"  sabtu unjung  ramai"
"798","Netral",0," ng seru masuk gung teater    sebelah barat candibuat foto  bagustaidak tau ah  dibuka    "
"799","Positif",1,"prambanan candi  klaten   cantik      sarankan sewa guide bayar   r taita  mendaan informasi sejarah budaya cerita rakyat  terkait  candi prambanan  "
"800","Positif",2,"radan bersih terawat knya   tembersejarah   banget dikinjungi wisatawan asing    temsakral  terjaga    dirawat  terawat  dinas kebudayaan disitu  area candi  bersih    sam  weekend  harga   ikan"
"801","Netral",0,"enak soaa   bertemu  bule  ndangan nya  epik"
"802","Positif",4,"protokol kesehatan unjung dr  masuk sammenuju kawasan candi  ketat utk keselamatan  yanannya ramah temya bagus  wisata  enalan sejarah candi hindu  budha koms candinya luas  bersih   kereta utk mengelilingi koms candi lumbung candi bubrah  candi sewu"
"803","Netral",0,"please s your time to watch  sendratari ramayana as a live show there esally for outdoor ormance its really nice and worthed "
"804","Negatif",-1,"beautiful temomg im so amazeee so big tem orang indonesia  bangga   kesini siiihh taangan merusak  buang samsembarangan yak so clean so warm ahhh im in love at the first sight heree i wanna be back somday "
"805","Netral",0,"salah  tembersejarah candi    situs warisan dunia unesco candi hindu terbesar  indonesia  salah  candi terindah  asia tenggara arsitektur bangunan  berbentuk   ram sesuai  "
"806","Negatif",-3,"  orang beranggakalau sejarah candi banan   cerita roro jonggrang  bandung bondowoso    mitos candi hindu  dibangun  abad   masehi  ditemukan     salah  "
"807","Positif",3,"really memorable  enak  guide biar tau  cerita  candi prambanan fasilitas   lengkagawai ramah  kawasan wisata nyaman  harga tiket r"
"808","Positif",1,"koms badatan umat hindu  luas  fasilitas wisata kelas internasional"
"809","Positif",3,"pemandangannya indaaaaahhhhhh banget bikin betah areanya luas pas kesini selfinya   dri candi  yg mengelilingi candi uta "
"810","Positif",5,"my favorit destination betah berlamalama    candinya   magis banget ditambah temnya luas banget  arena kom  menawarkan hiburan  "
"811","Positif",2," cakea   sayang kesini barengan  libur anak sekolah jd crowded banget"
"812","Positif",3,"bangunan peninggalan sejarah   indah    beruandi hindu   megah kom candi dikelola    tamantaman   dirawat     luas    kegiatan  "
"813","Positif",5,"bagus  mahal  kalo beli tiket terusan borobudur prambanan  murah emang emang bagus banget kayak taan kebersihan dll nya t nggk en  kesini lg  tiket masuk yg mahal doang  "
"814","Positif",2,"tembersejarah  bikin terkagumkagum   belajar  agama mitologi sejarah  teknologi  lamtemyang instagrammable   menyajikan na  cantik   musim   fotografer "
"815","Positif",1,"instif edukatif tembersejarah  cerita legenda  mengikutinya  destinasi wisata   lekang   penataan kunjungan  candi temistirahat tembermain kebun binatang mini r rakyat "
"816","Netral",0,"temyang h  sejarah candi prambananataucandi roro jonggrang  komscandihinduterbesar diindonesiayang dibangun  abad  masehi candi  diembahkan "
"817","Positif",2,"kagum  keindahan candi prambanan  beragam fasilitas  musium   kesitu siang berawan taemudian hujan     fasilitas cafe restaurant   candi utama cafe      "
"818","Positif",1,"candinya  cantik"
"819","Positif",3,"temnya bagus bersih cuman sayang     angunan candi yg runtuh tapp"
"820","Positif",2,"salah  candi terbaik    sunset harga masuk lumayan taekat  bandara    hemat  trans jogya aja  bandara  "
"821","Positif",4,"temwisata   indah   area candi banan    candi  tetauga  tembermain  suntuk foto  indah  temya  luas   sirang berjualan     makanan "
"822","Positif",4,"candi prambanan   candi roro jonggrang jawa indonesia wow sunggu keajaiban dunia yg   lestarikan   jaga     daerah jogyakarta jawa indonesia ayo lihat  rasakan sensasi bangunan candi hindu terbesar  indonesia  candi terindah  indonesia  "
"823","Positif",2,"candi hindu terbesar lokasi bersih njuk jalan  sfoto yg disediakan cukunyak  ama kali kesini      dateng    tetagitu    bersih ir lbh radan s"
"824","Negatif",-2," kesekian kalinya    temya strategis  gir jalan luas    extra kuat  jalan kaki  samke candi ataukluar  candibanyak   berubah  karenakan  candi yg roboh "
